x,p
54.1068,10738
54.1364,10738.8
54.1659,10739.6
54.1954,10740.4
54.2249,10741.2
54.2545,10741.8
54.284,10742.3
54.3135,10742.9
54.343,10743.5
54.3725,10744
54.4021,10744.3
54.4316,10744.6
54.4611,10744.9
54.4906,10745.2
54.5202,10745.5
54.5497,10745.6
54.5792,10745.7
54.6087,10745.8
54.6383,10745.9
54.6678,10746
54.6973,10746.1
54.7268,10746.1
54.7563,10746.1
54.7859,10746.1
54.8154,10746.1
54.8449,10746.1
54.8744,10746.1
54.904,10746.1
54.9335,10746
54.963,10746
54.9925,10746
55.0221,10746.1
55.0516,10746.1
55.0811,10746.2
55.1106,10746.2
55.1401,10746.3
55.1697,10746.5
55.1992,10746.6
55.2287,10746.8
55.2582,10747
55.2878,10747.2
55.3173,10747.5
55.3468,10747.8
55.3763,10748.2
55.4059,10748.5
55.4354,10748.8
55.4649,10749.3
55.4944,10749.7
55.5239,10750.1
55.5535,10750.6
55.583,10751
55.6125,10751.5
55.642,10751.9
55.6716,10752.3
55.7011,10752.7
55.7306,10753.2
55.7601,10753.6
55.7896,10753.9
55.8192,10754.2
55.8487,10754.6
55.8782,10754.9
55.9077,10755.2
55.9373,10755.3
55.9668,10755.5
55.9963,10755.7
56.0258,10755.8
56.0554,10755.9
56.0849,10755.8
56.1144,10755.6
56.1439,10755.5
56.1734,10755.3
56.203,10755.1
56.2325,10754.7
56.262,10754.3
56.2915,10753.9
56.3211,10753.5
56.3506,10753.1
56.3801,10752.6
56.4096,10752.2
56.4392,10751.7
56.4687,10751.2
56.4982,10750.7
56.5277,10750.2
56.5572,10749.8
56.5868,10749.3
56.6163,10748.8
56.6458,10748.3
56.6753,10747.8
56.7049,10747.3
56.7344,10746.9
56.7639,10746.4
56.7934,10745.9
56.823,10745.5
56.8525,10745.2
56.882,10744.9
56.9115,10744.6
56.941,10744.3
56.9706,10744.1
57.0001,10744.1
57.0296,10744
57.0591,10744
57.0887,10744
57.1182,10743.9
57.1477,10744.1
57.1772,10744.2
57.2068,10744.4
57.2363,10744.5
57.2658,10744.7
57.2953,10744.8
57.3248,10744.9
57.3544,10745
57.3839,10745.1
57.4134,10745.2
57.4429,10745.3
57.4725,10745.3
57.502,10745.3
57.5315,10745.3
57.561,10745.3
57.5905,10745.3
57.6201,10745.4
57.6496,10745.4
57.6791,10745.5
57.7086,10745.6
57.7382,10745.7
57.7677,10746.1
57.7972,10746.5
57.8267,10746.8
57.8563,10747.2
57.8858,10747.7
57.9153,10748.5
57.9448,10749.3
57.9743,10750.2
58.0039,10751
58.0334,10751
58.0629,10753.1
58.0924,10754.4
58.122,10755.6
58.1515,10756.9
58.181,10758.1
58.2105,10759.5
58.2401,10760.8
58.2696,10762.2
58.2991,10763.5
58.3286,10764.9
58.3581,10765.9
58.3877,10766.8
58.4172,10767.7
58.4467,10768.7
58.4762,10769.5
58.5058,10770.1
58.5353,10770.3
58.5648,10770.6
58.5943,10770.9
58.6239,10771.1
58.6534,10771.1
58.6829,10770.9
58.7124,10770.6
58.7419,10770.4
58.7715,10770.1
58.801,10769.7
58.8305,10769.1
58.86,10768.5
58.8896,10767.8
58.9191,10767.2
58.9486,10766.5
58.9781,10765.3
59.0077,10764.1
59.0372,10763
59.0667,10761.8
59.0962,10760.6
59.1257,10759.3
59.1553,10758
59.1848,10756.8
59.2143,10755.5
59.2438,10754.2
59.2734,10753.1
59.3029,10752
59.3324,10750.9
59.3619,10749.8
59.3914,10748.8
59.421,10747.5
59.4505,10746.1
59.48,10744.6
59.5095,10743.2
59.5391,10741.8
59.5686,10740.4
59.5981,10739
59.6276,10737.5
59.6572,10736.1
59.6867,10734.6
59.7162,10733.4
59.7457,10732.4
59.7752,10731.4
59.8048,10730.5
59.8343,10729.5
59.8638,10728.6
59.8933,10728.4
59.9229,10728.2
59.9524,10728
59.9819,10727.8
60.0114,10727.7
60.041,10728.5
60.0705,10729.3
60.1,10730.2
60.1295,10731.1
60.159,10732
60.1886,10734
60.2181,10736.2
60.2476,10738.5
60.2771,10740.8
60.3067,10743.1
60.3362,10746
60.3657,10749.2
60.3952,10752.4
60.4248,10755.6
60.4543,10758.7
60.4838,10761.7
60.5133,10764.5
60.5428,10767.2
60.5724,10770
60.6019,10772.7
60.6314,10774.9
60.6609,10776.2
60.6905,10777.5
60.72,10778.8
60.7495,10780.1
60.779,10781.1
60.8086,10780.9
60.8381,10780.7
60.8676,10780.5
60.8971,10780.3
60.9266,10780
60.9562,10779.1
60.9857,10778.2
61.0152,10777.3
61.0447,10776.4
61.0743,10775.4
61.1038,10774.4
61.1333,10773.4
61.1628,10772.4
61.1923,10771.4
61.2219,10770.4
61.2514,10769.3
61.2809,10768.1
61.3104,10767
61.34,10765.8
61.3695,10764.7
61.399,10763.6
61.4285,10762.6
61.4581,10761.6
61.4876,10760.5
61.5171,10759.5
61.5466,10758.6
61.5761,10757.8
61.6057,10757
61.6352,10756.3
61.6647,10755.5
61.6942,10754.8
61.7238,10754.3
61.7533,10753.7
61.7828,10753.2
61.8123,10752.7
61.8419,10752.2
61.8714,10751.8
61.9009,10751.4
61.9304,10751.1
61.9599,10750.7
61.9895,10750.4
62.019,10750.3
62.0485,10750.2
62.078,10750.1
62.1076,10749.9
62.1371,10749.9
62.1666,10749.9
62.1961,10750
62.2257,10750.1
62.2552,10750.2
62.2847,10750.3
62.3142,10750.4
62.3437,10750.6
62.3733,10750.8
62.4028,10751
62.4323,10751.2
62.4618,10751.3
62.4914,10751.4
62.5209,10751.5
62.5504,10751.6
62.5799,10751.7
62.6095,10751.8
62.639,10751.6
62.6685,10751.4
62.698,10751.3
62.7275,10751.1
62.7571,10750.9
62.7866,10750.3
62.8161,10749.8
62.8456,10749.2
62.8752,10748.6
62.9047,10748.1
62.9342,10747.1
62.9637,10746.2
62.9932,10745.2
63.0228,10744.2
63.0523,10743.2
63.0818,10742
63.1113,10740.7
63.1409,10739.4
63.1704,10738.2
63.1999,10736.9
63.2294,10735.6
63.259,10734.3
63.2885,10733
63.318,10731.6
63.3475,10730.3
63.377,10728.8
63.4066,10726.9
63.4361,10725
63.4656,10723.1
63.4951,10721.3
63.5247,10719.4
63.5542,10717.6
63.5837,10715.7
63.6132,10713.9
63.6428,10712.1
63.6723,10710.3
63.7018,10709
63.7313,10707.8
63.7608,10706.6
63.7904,10705.3
63.8199,10704.1
63.8494,10702.7
63.8789,10701.3
63.9085,10699.8
63.938,10698.4
63.9675,10697
63.997,10695.5
64.0266,10693.9
64.0561,10692.3
64.0856,10690.7
64.1151,10689.2
64.1446,10687.6
64.1742,10686
64.2037,10684.3
64.2332,10682.7
64.2627,10681.1
64.2923,10679.4
64.3218,10677.7
64.3513,10676
64.3808,10674.3
64.4104,10672.6
64.4399,10671
64.4694,10669.2
64.4989,10667.5
64.5284,10665.8
64.558,10664.1
64.5875,10662.4
64.617,10660.7
64.6465,10659.1
64.6761,10657.4
64.7056,10655.7
64.7351,10654.1
64.7646,10652.5
64.7941,10651
64.8237,10649.5
64.8532,10647.9
64.8827,10646.4
64.9122,10645.2
64.9418,10644.1
64.9713,10642.9
65.0008,10641.8
65.0303,10640.7
65.0599,10640
65.0894,10639.5
65.1189,10639.1
65.1484,10638.6
65.1779,10638.2
65.2075,10638.1
65.237,10638.4
65.2665,10638.8
65.296,10639.1
65.3256,10639.4
65.3551,10639.9
65.3846,10640.8
65.4141,10641.8
65.4437,10642.7
65.4732,10643.6
65.5027,10644.6
65.5322,10645.8
65.5617,10646.9
65.5913,10648.1
65.6208,10649.3
65.6503,10650.4
65.6798,10651.4
65.7094,10652.4
65.7389,10653.4
65.7684,10654.3
65.7979,10655.3
65.8275,10655.8
65.857,10656.3
65.8865,10656.7
65.916,10657.2
65.9455,10657.6
65.9751,10657.7
66.0046,10657.5
66.0341,10657.4
66.0636,10657.2
66.0932,10657
66.1227,10656.7
66.1522,10656.2
66.1817,10655.8
66.2113,10655.3
66.2408,10654.8
66.2703,10654.3
66.2998,10653.9
66.3293,10653.4
66.3589,10653
66.3884,10652.6
66.4179,10652.2
66.4474,10652.1
66.477,10652
66.5065,10651.9
66.536,10651.9
66.5655,10651.7
66.595,10652.2
66.6246,10652.7
66.6541,10653.2
66.6836,10653.7
66.7131,10654.2
66.7427,10655.2
66.7722,10656.3
66.8017,10657.5
66.8312,10658.6
66.8608,10659.7
66.8903,10661
66.9198,10662.3
66.9493,10663.6
66.9788,10665
67.0084,10666.3
67.0379,10667.3
67.0674,10668.1
67.0969,10668.9
67.1265,10669.7
67.156,10670.5
67.1855,10671.1
67.215,10671.1
67.2446,10671.2
67.2741,10671.2
67.3036,10671.3
67.3331,10671.2
67.3626,10670.7
67.3922,10670.2
67.4217,10669.7
67.4512,10669.2
67.4807,10668.8
67.5103,10668
67.5398,10667.2
67.5693,10666.4
67.5988,10665.6
67.6284,10664.8
67.6579,10663.9
67.6874,10663.1
67.7169,10662.3
67.7464,10661.4
67.776,10660.6
67.8055,10660
67.835,10659.4
67.8645,10658.8
67.8941,10658.2
67.9236,10657.7
67.9531,10657.3
67.9826,10657
68.0122,10656.8
68.0417,10656.5
68.0712,10656.3
68.1007,10656.1
68.1302,10656.1
68.1598,10656.1
68.1893,10656.1
68.2188,10656.1
68.2483,10656.1
68.2779,10656.2
68.3074,10656.2
68.3369,10656.3
68.3664,10656.4
68.3959,10656.7
68.4255,10656.2
68.455,10655.9
68.4845,10655.6
68.514,10655.3
68.5436,10655
68.5731,10654.4
68.6026,10653.8
68.6321,10653.2
68.6617,10652.5
68.6912,10651.9
68.7207,10651.3
68.7502,10650.6
68.7797,10649.9
68.8093,10649.2
68.8388,10648.6
68.8683,10648
68.8978,10647.3
68.9274,10646.7
68.9569,10646
68.9864,10645.4
69.0159,10644.8
69.0455,10644.3
69.075,10643.8
69.1045,10643.3
69.134,10642.8
69.1635,10642.4
69.1931,10642.1
69.2226,10641.8
69.2521,10641.5
69.2816,10641.3
69.3112,10641
69.3407,10641.1
69.3702,10641.1
69.3997,10641.2
69.4293,10641.2
69.4588,10641.3
69.4883,10641.6
69.5178,10642
69.5473,10642.4
69.5769,10642.8
69.6064,10643.3
69.6359,10643.8
69.6654,10644.4
69.695,10645.1
69.7245,10645.7
69.754,10646.3
69.7835,10646.9
69.8131,10647.3
69.8426,10647.8
69.8721,10648.2
69.9016,10648.7
69.9311,10649
69.9607,10648.9
69.9902,10648.8
70.0197,10648.7
70.0492,10648.6
70.0788,10648.3
70.1083,10647.6
70.1378,10646.9
70.1673,10646.2
70.1968,10645.5
70.2264,10644.8
70.2559,10643.4
70.2854,10642.1
70.3149,10640.8
70.3445,10639.5
70.374,10638.2
70.4035,10636.1
70.433,10633.9
70.4626,10631.7
70.4921,10629.5
70.5216,10627.4
70.5511,10624.4
70.5806,10621.2
70.6102,10618
70.6397,10614.8
70.6692,10611.7
70.6987,10609
70.7283,10606.7
70.7578,10604.3
70.7873,10601.9
70.8168,10599.7
70.8464,10600.1
70.8759,10604.5
70.9054,10608.9
70.9349,10613.3
70.9644,10617.6
70.994,10623.8
71.0235,10636.6
71.053,10649.4
71.0825,10662.2
71.1121,10674.8
71.1416,10686.6
71.1711,10696.6
71.2006,10706.5
71.2302,10716.4
71.2597,10726.3
71.2892,10735.5
71.3187,10736.3
71.3482,10736.2
71.3778,10736.2
71.4073,10736.1
71.4368,10736.1
71.4663,10732.2
71.4959,10727.1
71.5254,10722
71.5549,10716.8
71.5844,10711.9
71.614,10706.8
71.6435,10701.5
71.673,10696.1
71.7025,10690.8
71.732,10685.6
71.7616,10681.1
71.7911,10677.5
71.8206,10673.8
71.8501,10670.1
71.8797,10666.5
71.9092,10663.5
71.9387,10661.9
71.9682,10660.3
71.9977,10658.8
72.0273,10657.2
72.0568,10655.8
72.0863,10656
72.1158,10656.2
72.1454,10656.4
72.1749,10656.6
72.2044,10656.8
72.2339,10658.4
72.2635,10660
72.293,10661.7
72.3225,10663.4
72.352,10665.1
72.3815,10667.9
72.4111,10671.1
72.4406,10674.3
72.4701,10677.5
72.4996,10680.7
72.5292,10684.2
72.5587,10687.8
72.5882,10691.3
72.6177,10694.9
72.6473,10698.5
72.6768,10701.4
72.7063,10703.7
72.7358,10706
72.7653,10708.3
72.7949,10710.6
72.8244,10712.3
72.8539,10712.8
72.8834,10713.2
72.913,10713.6
72.9425,10714.1
72.972,10714.3
73.0015,10713
73.0311,10711.7
73.0606,10710.4
73.0901,10709.2
73.1196,10707.9
73.1491,10705.5
73.1787,10703.1
73.2082,10700.7
73.2377,10698.3
73.2672,10695.9
73.2968,10693.2
73.3263,10690.3
73.3558,10687.4
73.3853,10684.6
73.4149,10681.8
73.4444,10679
73.4739,10676.2
73.5034,10673.5
73.5329,10670.7
73.5625,10668
73.592,10665.3
73.6215,10662.7
73.651,10660
73.6806,10657.4
73.7101,10654.8
