x,p
1.02026,9065.39
1.02044,9064.85
1.02062,9064.31
1.02079,9063.78
1.02097,9063.24
1.02114,9062.7
1.02132,9062.14
1.0215,9061.56
1.02167,9060.98
1.02185,9060.41
1.02202,9059.84
1.0222,9059.28
1.02238,9058.71
1.02255,9058.15
1.02273,9057.58
1.0229,9057.02
1.02308,9056.46
1.02326,9055.89
1.02343,9055.33
1.02361,9054.75
1.02378,9054.17
1.02396,9053.58
1.02414,9053
1.02431,9052.42
1.02449,9051.84
1.02466,9051.27
1.02484,9050.69
1.02502,9050.12
1.02519,9049.54
1.02537,9048.97
1.02554,9048.39
1.02572,9047.82
1.0259,9047.23
1.02607,9046.65
1.02625,9046.06
1.02642,9045.48
1.0266,9044.9
1.02678,9044.33
1.02695,9043.76
1.02713,9043.19
1.0273,9042.61
1.02748,9042.04
1.02766,9041.47
1.02783,9040.9
1.02801,9040.32
1.02818,9039.7
1.02836,9039.05
1.02854,9038.41
1.02871,9037.77
1.02889,9037.14
1.02906,9036.52
1.02924,9035.9
1.02942,9035.28
1.02959,9034.65
1.02977,9034.03
1.02994,9033.41
1.03012,9032.79
1.0303,9032.16
1.03047,9031.42
1.03065,9030.66
1.03083,9029.89
1.031,9029.12
1.03118,9028.38
1.03135,9027.64
1.03153,9026.89
1.03171,9026.15
1.03188,9025.41
1.03206,9024.66
1.03223,9023.92
1.03241,9023.18
1.03259,9022.44
1.03276,9021.8
1.03294,9021.18
1.03311,9020.56
1.03329,9019.95
1.03347,9019.31
1.03364,9018.67
1.03382,9018.04
1.03399,9017.4
1.03417,9016.76
1.03435,9016.13
1.03452,9015.49
1.0347,9014.85
1.03487,9014.21
1.03505,9014.59
1.03523,9015.04
1.0354,9015.48
1.03558,9015.92
1.03575,9016.22
1.03593,9016.51
1.03611,9016.81
1.03628,9017.1
1.03646,9017.4
1.03663,9017.7
1.03681,9017.99
1.03699,9018.29
1.03716,9018.58
1.03734,9021.72
1.03751,9024.91
1.03769,9028.09
1.03787,9031.25
1.03804,9034.09
1.03822,9036.94
1.03839,9039.79
1.03857,9042.63
1.03875,9045.48
1.03892,9048.33
1.0391,9051.17
1.03927,9054.02
1.03945,9056.94
1.03963,9062.22
1.0398,9067.51
1.03998,9072.79
1.04015,9078.05
1.04033,9083.13
1.04051,9088.21
1.04068,9093.3
1.04086,9098.38
1.04103,9103.46
1.04121,9108.54
1.04139,9113.62
1.04156,9118.71
